Public health unit,Date,Outbreak,Close contact,No known epi-link,Travel,No information,Epi link - type unspecified
Region of Waterloo Public Health and Emergency Services,"March 7, 2021",7,35,10,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 8, 2021",3,15,10,2,1,0
Region of Waterloo Public Health and Emergency Services,"March 9, 2021",4,19,11,2,1,0
Region of Waterloo Public Health and Emergency Services,"March 10, 2021",5,15,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"March 11, 2021",12,23,19,1,1,0
Region of Waterloo Public Health and Emergency Services,"March 12, 2021",7,25,9,0,0,0
Region of Waterloo Public Health and Emergency Services,"March 13, 2021",3,21,5,3,0,0
Region of Waterloo Public Health and Emergency Services,"March 14, 2021",1,16,8,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 15, 2021",2,13,13,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 16, 2021",7,22,13,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 17, 2021",3,20,13,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 18, 2021",6,21,4,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 19, 2021",1,18,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 20, 2021",3,20,13,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 21, 2021",3,12,6,5,0,0
Region of Waterloo Public Health and Emergency Services,"March 22, 2021",4,21,11,0,0,0
Region of Waterloo Public Health and Emergency Services,"March 23, 2021",7,13,10,2,1,0
Region of Waterloo Public Health and Emergency Services,"March 24, 2021",2,20,21,2,1,0
Region of Waterloo Public Health and Emergency Services,"March 25, 2021",3,19,11,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 26, 2021",9,38,13,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 27, 2021",8,31,15,3,0,0
Region of Waterloo Public Health and Emergency Services,"March 28, 2021",8,24,7,3,0,0
Region of Waterloo Public Health and Emergency Services,"March 29, 2021",2,14,9,1,0,0
Region of Waterloo Public Health and Emergency Services,"March 30, 2021",6,17,13,2,0,0
Region of Waterloo Public Health and Emergency Services,"March 31, 2021",6,26,18,1,0,0
Region of Waterloo Public Health and Emergency Services,"April 1, 2021",10,39,15,2,0,0
Region of Waterloo Public Health and Emergency Services,"April 2, 2021",6,40,18,1,0,0
Region of Waterloo Public Health and Emergency Services,"April 3, 2021",5,18,10,3,1,0
Region of Waterloo Public Health and Emergency Services,"April 4, 2021",6,30,19,0,0,0
Region of Waterloo Public Health and Emergency Services,"April 5, 2021",10,34,24,5,0,0
Region of Waterloo Public Health and Emergency Services,"April 6, 2021",12,36,22,0,0,0
Region of Waterloo Public Health and Emergency Services,"April 7, 2021",2,30,21,2,1,0
Region of Waterloo Public Health and Emergency Services,"April 8, 2021",10,35,35,1,0,0
Region of Waterloo Public Health and Emergency Services,"April 9, 2021",6,42,29,3,0,0
Region of Waterloo Public Health and Emergency Services,"April 10, 2021",4,37,16,1,1,0
Region of Waterloo Public Health and Emergency Services,"April 11, 2021",5,70,31,2,1,0
Region of Waterloo Public Health and Emergency Services,"April 12, 2021",7,78,21,4,0,0
Region of Waterloo Public Health and Emergency Services,"April 13, 2021",14,54,31,3,1,0
Region of Waterloo Public Health and Emergency Services,"April 14, 2021",11,37,15,1,0,0
Region of Waterloo Public Health and Emergency Services,"April 15, 2021",15,33,29,2,0,0
Region of Waterloo Public Health and Emergency Services,"April 16, 2021",11,34,18,5,0,0
Region of Waterloo Public Health and Emergency Services,"April 17, 2021",2,47,32,3,2,0
Region of Waterloo Public Health and Emergency Services,"April 18, 2021",9,32,15,2,0,0
Region of Waterloo Public Health and Emergency Services,"April 19, 2021",17,95,32,0,1,0
Region of Waterloo Public Health and Emergency Services,"April 20, 2021",10,34,21,2,0,0
Region of Waterloo Public Health and Emergency Services,"April 21, 2021",11,46,18,4,0,0
Region of Waterloo Public Health and Emergency Services,"April 22, 2021",10,55,26,4,0,0
Region of Waterloo Public Health and Emergency Services,"April 23, 2021",13,68,44,5,0,0
Region of Waterloo Public Health and Emergency Services,"April 24, 2021",12,53,32,6,0,0
Region of Waterloo Public Health and Emergency Services,"April 25, 2021",6,19,15,6,0,0
Region of Waterloo Public Health and Emergency Services,"April 26, 2021",6,25,22,0,0,0
Region of Waterloo Public Health and Emergency Services,"April 27, 2021",7,33,26,3,0,0
Region of Waterloo Public Health and Emergency Services,"April 28, 2021",2,43,19,3,0,0
Region of Waterloo Public Health and Emergency Services,"April 29, 2021",4,31,28,2,0,0
Region of Waterloo Public Health and Emergency Services,"April 30, 2021",3,29,23,5,1,0
Region of Waterloo Public Health and Emergency Services,"May 1, 2021",5,51,33,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 2, 2021",2,45,18,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 3, 2021",8,27,17,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 4, 2021",1,9,14,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 5, 2021",1,23,20,1,3,0
Region of Waterloo Public Health and Emergency Services,"May 6, 2021",8,16,23,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 7, 2021",5,38,33,2,2,0
Region of Waterloo Public Health and Emergency Services,"May 8, 2021",5,42,18,7,0,0
Region of Waterloo Public Health and Emergency Services,"May 9, 2021",4,34,18,3,0,0
Region of Waterloo Public Health and Emergency Services,"May 10, 2021",3,33,12,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 11, 2021",6,45,35,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 12, 2021",6,29,19,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 13, 2021",4,51,28,3,1,0
Region of Waterloo Public Health and Emergency Services,"May 14, 2021",4,46,11,2,1,0
Region of Waterloo Public Health and Emergency Services,"May 15, 2021",6,43,14,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 16, 2021",3,42,15,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 17, 2021",3,41,13,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 18, 2021",3,23,13,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 19, 2021",5,35,22,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 20, 2021",5,37,24,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 21, 2021",1,29,17,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 22, 2021",4,34,16,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 23, 2021",0,29,10,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 24, 2021",1,20,8,0,1,0
Region of Waterloo Public Health and Emergency Services,"May 25, 2021",3,22,7,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 26, 2021",7,27,25,1,0,0
Region of Waterloo Public Health and Emergency Services,"May 27, 2021",0,19,11,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 28, 2021",2,33,20,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 29, 2021",2,25,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 30, 2021",0,22,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"May 31, 2021",2,19,12,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 1, 2021",0,21,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 2, 2021",6,21,20,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 3, 2021",7,33,16,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 4, 2021",6,25,13,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 5, 2021",1,21,9,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 6, 2021",7,27,13,0,1,0
Region of Waterloo Public Health and Emergency Services,"June 7, 2021",3,13,16,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 8, 2021",9,30,16,0,1,0
Region of Waterloo Public Health and Emergency Services,"June 9, 2021",9,23,32,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 10, 2021",12,33,24,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 11, 2021",11,32,24,1,2,0
Region of Waterloo Public Health and Emergency Services,"June 12, 2021",18,34,31,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 13, 2021",11,26,17,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 14, 2021",4,24,10,2,1,0
Region of Waterloo Public Health and Emergency Services,"June 15, 2021",7,39,24,1,1,0
Region of Waterloo Public Health and Emergency Services,"June 16, 2021",6,43,18,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 17, 2021",8,30,19,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 18, 2021",10,36,12,2,0,0
Region of Waterloo Public Health and Emergency Services,"June 19, 2021",4,31,14,0,2,0
Region of Waterloo Public Health and Emergency Services,"June 20, 2021",11,41,14,0,1,0
Region of Waterloo Public Health and Emergency Services,"June 21, 2021",4,28,9,4,0,0
Region of Waterloo Public Health and Emergency Services,"June 22, 2021",4,45,14,1,1,0
Region of Waterloo Public Health and Emergency Services,"June 23, 2021",9,29,21,1,0,0
Region of Waterloo Public Health and Emergency Services,"June 24, 2021",6,22,9,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 25, 2021",8,25,17,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 26, 2021",8,34,18,2,1,0
Region of Waterloo Public Health and Emergency Services,"June 27, 2021",8,37,16,3,0,0
Region of Waterloo Public Health and Emergency Services,"June 28, 2021",7,28,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"June 29, 2021",19,28,9,0,1,0
Region of Waterloo Public Health and Emergency Services,"June 30, 2021",16,21,7,2,0,0
Region of Waterloo Public Health and Emergency Services,"July 1, 2021",8,19,8,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 2, 2021",6,36,7,1,1,0
Region of Waterloo Public Health and Emergency Services,"July 3, 2021",4,31,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 4, 2021",3,19,10,1,1,0
Region of Waterloo Public Health and Emergency Services,"July 5, 2021",4,3,2,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 6, 2021",5,29,17,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 7, 2021",9,33,13,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 8, 2021",4,26,12,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 9, 2021",2,18,8,0,1,0
Region of Waterloo Public Health and Emergency Services,"July 10, 2021",3,14,6,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 11, 2021",2,16,8,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 12, 2021",3,16,9,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 13, 2021",3,13,5,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 14, 2021",5,13,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 15, 2021",0,15,4,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 16, 2021",8,12,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 17, 2021",4,18,5,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 18, 2021",3,9,8,2,0,0
Region of Waterloo Public Health and Emergency Services,"July 19, 2021",1,6,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 20, 2021",0,6,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 21, 2021",2,10,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 22, 2021",0,8,5,4,0,0
Region of Waterloo Public Health and Emergency Services,"July 23, 2021",1,7,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 24, 2021",3,4,3,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 25, 2021",2,7,0,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 26, 2021",1,7,6,0,1,0
Region of Waterloo Public Health and Emergency Services,"July 27, 2021",4,6,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"July 28, 2021",5,10,5,1,1,0
Region of Waterloo Public Health and Emergency Services,"July 29, 2021",2,7,13,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 30, 2021",1,18,8,1,0,0
Region of Waterloo Public Health and Emergency Services,"July 31, 2021",2,7,2,0,0,0
Region of Waterloo Public Health and Emergency Services,"August 1, 2021",1,13,2,0,0,0
Region of Waterloo Public Health and Emergency Services,"August 2, 2021",1,4,3,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 3, 2021",1,9,6,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 4, 2021",1,12,2,4,0,0
Region of Waterloo Public Health and Emergency Services,"August 5, 2021",7,5,13,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 6, 2021",1,3,8,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 7, 2021",4,8,5,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 8, 2021",6,13,3,0,0,0
Region of Waterloo Public Health and Emergency Services,"August 9, 2021",10,3,2,3,0,0
Region of Waterloo Public Health and Emergency Services,"August 10, 2021",3,3,3,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 11, 2021",1,7,2,5,0,0
Region of Waterloo Public Health and Emergency Services,"August 12, 2021",4,10,7,5,0,0
Region of Waterloo Public Health and Emergency Services,"August 13, 2021",1,8,7,3,0,0
Region of Waterloo Public Health and Emergency Services,"August 14, 2021",1,9,12,0,1,0
Region of Waterloo Public Health and Emergency Services,"August 15, 2021",4,11,1,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 16, 2021",0,6,2,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 17, 2021",1,4,7,0,1,0
Region of Waterloo Public Health and Emergency Services,"August 18, 2021",1,5,10,3,0,0
Region of Waterloo Public Health and Emergency Services,"August 19, 2021",1,11,7,4,0,0
Region of Waterloo Public Health and Emergency Services,"August 20, 2021",1,8,9,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 21, 2021",1,10,10,2,0,0
Region of Waterloo Public Health and Emergency Services,"August 22, 2021",1,4,0,5,1,0
Region of Waterloo Public Health and Emergency Services,"August 23, 2021",2,7,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 24, 2021",1,4,11,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 25, 2021",1,9,7,10,0,0
Region of Waterloo Public Health and Emergency Services,"August 26, 2021",2,8,11,4,0,0
Region of Waterloo Public Health and Emergency Services,"August 27, 2021",0,18,8,1,0,0
Region of Waterloo Public Health and Emergency Services,"August 28, 2021",1,5,11,0,1,0
Region of Waterloo Public Health and Emergency Services,"August 29, 2021",6,3,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"August 30, 2021",4,4,10,2,1,0
Region of Waterloo Public Health and Emergency Services,"August 31, 2021",4,10,10,3,2,0
Region of Waterloo Public Health and Emergency Services,"September 1, 2021",1,8,7,5,0,0
Region of Waterloo Public Health and Emergency Services,"September 2, 2021",0,8,12,4,0,0
Region of Waterloo Public Health and Emergency Services,"September 3, 2021",1,9,10,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 4, 2021",2,14,7,2,0,0
Region of Waterloo Public Health and Emergency Services,"September 5, 2021",3,8,8,0,0,0
Region of Waterloo Public Health and Emergency Services,"September 6, 2021",1,10,7,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 7, 2021",2,10,3,5,0,0
Region of Waterloo Public Health and Emergency Services,"September 8, 2021",0,20,7,1,0,0
Region of Waterloo Public Health and Emergency Services,"September 9, 2021",3,17,9,4,0,0
Region of Waterloo Public Health and Emergency Services,"September 10, 2021",0,11,12,1,0,0
Region of Waterloo Public Health and Emergency Services,"September 11, 2021",1,14,9,4,0,0
Region of Waterloo Public Health and Emergency Services,"September 12, 2021",0,16,7,0,2,0
Region of Waterloo Public Health and Emergency Services,"September 13, 2021",1,5,3,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 14, 2021",0,12,12,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 15, 2021",0,21,13,4,0,0
Region of Waterloo Public Health and Emergency Services,"September 16, 2021",1,9,10,1,0,0
Region of Waterloo Public Health and Emergency Services,"September 17, 2021",3,12,12,5,1,0
Region of Waterloo Public Health and Emergency Services,"September 18, 2021",3,12,6,1,0,0
Region of Waterloo Public Health and Emergency Services,"September 19, 2021",0,16,3,2,0,0
Region of Waterloo Public Health and Emergency Services,"September 20, 2021",3,5,8,0,1,0
Region of Waterloo Public Health and Emergency Services,"September 21, 2021",4,6,8,0,0,0
Region of Waterloo Public Health and Emergency Services,"September 22, 2021",0,10,9,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 23, 2021",2,15,6,0,1,0
Region of Waterloo Public Health and Emergency Services,"September 24, 2021",2,14,8,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 25, 2021",4,13,5,3,0,0
Region of Waterloo Public Health and Emergency Services,"September 26, 2021",1,7,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"September 27, 2021",2,5,11,0,0,0
Region of Waterloo Public Health and Emergency Services,"September 28, 2021",1,10,4,0,1,0
Region of Waterloo Public Health and Emergency Services,"September 29, 2021",2,5,8,0,0,0
Region of Waterloo Public Health and Emergency Services,"September 30, 2021",3,13,3,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 1, 2021",2,14,16,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 2, 2021",0,6,3,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 3, 2021",0,6,5,0,1,0
Region of Waterloo Public Health and Emergency Services,"October 4, 2021",0,8,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 5, 2021",1,17,5,3,0,0
Region of Waterloo Public Health and Emergency Services,"October 6, 2021",2,5,7,7,0,0
Region of Waterloo Public Health and Emergency Services,"October 7, 2021",4,12,7,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 8, 2021",0,6,3,2,0,0
Region of Waterloo Public Health and Emergency Services,"October 9, 2021",2,6,3,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 10, 2021",1,6,2,0,1,0
Region of Waterloo Public Health and Emergency Services,"October 11, 2021",1,5,3,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 12, 2021",1,4,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 13, 2021",2,8,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 14, 2021",1,3,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 15, 2021",2,5,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 16, 2021",0,11,3,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 17, 2021",2,2,4,4,0,0
Region of Waterloo Public Health and Emergency Services,"October 18, 2021",1,5,1,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 19, 2021",1,7,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 20, 2021",1,3,4,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 21, 2021",1,4,4,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 22, 2021",1,7,9,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 23, 2021",2,10,1,2,0,0
Region of Waterloo Public Health and Emergency Services,"October 24, 2021",2,14,1,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 25, 2021",0,4,3,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 26, 2021",2,3,3,0,1,0
Region of Waterloo Public Health and Emergency Services,"October 27, 2021",5,13,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 28, 2021",1,14,5,0,0,0
Region of Waterloo Public Health and Emergency Services,"October 29, 2021",2,9,7,2,0,0
Region of Waterloo Public Health and Emergency Services,"October 30, 2021",0,13,10,1,0,0
Region of Waterloo Public Health and Emergency Services,"October 31, 2021",2,5,0,1,0,0
Region of Waterloo Public Health and Emergency Services,"November 1, 2021",2,10,2,1,0,0
Region of Waterloo Public Health and Emergency Services,"November 2, 2021",2,11,2,1,1,0
Region of Waterloo Public Health and Emergency Services,"November 3, 2021",0,4,7,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 4, 2021",1,7,9,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 5, 2021",1,19,6,1,1,0
Region of Waterloo Public Health and Emergency Services,"November 6, 2021",5,19,15,3,0,0
Region of Waterloo Public Health and Emergency Services,"November 7, 2021",7,27,5,1,0,0
Region of Waterloo Public Health and Emergency Services,"November 8, 2021",2,6,7,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 9, 2021",2,17,7,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 10, 2021",4,7,9,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 11, 2021",3,20,11,3,0,0
Region of Waterloo Public Health and Emergency Services,"November 12, 2021",3,14,12,1,0,0
Region of Waterloo Public Health and Emergency Services,"November 13, 2021",1,14,7,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 14, 2021",1,16,5,3,0,0
Region of Waterloo Public Health and Emergency Services,"November 15, 2021",1,14,10,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 16, 2021",3,9,8,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 17, 2021",7,14,15,3,0,0
Region of Waterloo Public Health and Emergency Services,"November 18, 2021",8,18,11,0,1,0
Region of Waterloo Public Health and Emergency Services,"November 19, 2021",4,26,8,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 20, 2021",5,11,9,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 21, 2021",5,19,7,3,0,0
Region of Waterloo Public Health and Emergency Services,"November 22, 2021",4,20,12,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 23, 2021",3,11,5,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 24, 2021",2,15,6,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 25, 2021",8,25,14,1,0,0
Region of Waterloo Public Health and Emergency Services,"November 26, 2021",0,14,9,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 27, 2021",3,11,8,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 28, 2021",1,4,4,2,0,0
Region of Waterloo Public Health and Emergency Services,"November 29, 2021",2,7,11,0,0,0
Region of Waterloo Public Health and Emergency Services,"November 30, 2021",10,18,17,1,0,0
Region of Waterloo Public Health and Emergency Services,"December 1, 2021",4,16,14,0,0,0
Region of Waterloo Public Health and Emergency Services,"December 2, 2021",2,12,12,1,1,0
Region of Waterloo Public Health and Emergency Services,"December 3, 2021",8,25,17,4,7,0
Region of Waterloo Public Health and Emergency Services,"December 4, 2021",6,11,14,4,1,0
Region of Waterloo Public Health and Emergency Services,"December 5, 2021",5,11,12,1,0,0
Region of Waterloo Public Health and Emergency Services,"December 6, 2021",3,19,7,1,0,0
Region of Waterloo Public Health and Emergency Services,"December 7, 2021",2,26,16,3,1,0
Region of Waterloo Public Health and Emergency Services,"December 8, 2021",10,27,9,2,0,0
Region of Waterloo Public Health and Emergency Services,"December 9, 2021",11,21,14,3,0,0
Region of Waterloo Public Health and Emergency Services,"December 10, 2021",13,36,21,1,0,0
Region of Waterloo Public Health and Emergency Services,"December 11, 2021",8,39,14,4,0,0
Region of Waterloo Public Health and Emergency Services,"December 12, 2021",11,31,16,0,0,0
Region of Waterloo Public Health and Emergency Services,"December 13, 2021",5,20,7,0,2,0
Region of Waterloo Public Health and Emergency Services,"December 14, 2021",11,49,25,7,3,0
Region of Waterloo Public Health and Emergency Services,"December 15, 2021",12,55,32,4,16,0
Region of Waterloo Public Health and Emergency Services,"December 16, 2021",8,34,22,2,28,0
Region of Waterloo Public Health and Emergency Services,"December 17, 2021",7,44,40,0,34,0
Region of Waterloo Public Health and Emergency Services,"December 18, 2021",5,29,18,1,75,0
Region of Waterloo Public Health and Emergency Services,"December 19, 2021",8,30,7,1,90,0
Region of Waterloo Public Health and Emergency Services,"December 20, 2021",16,46,14,0,109,0
Region of Waterloo Public Health and Emergency Services,"December 21, 2021",5,25,11,0,80,0
Region of Waterloo Public Health and Emergency Services,"December 22, 2021",13,45,21,1,165,0
Region of Waterloo Public Health and Emergency Services,"December 23, 2021",11,36,22,0,220,0
Region of Waterloo Public Health and Emergency Services,"December 24, 2021",9,31,23,1,367,0
Region of Waterloo Public Health and Emergency Services,"December 25, 2021",6,14,8,1,271,0
Region of Waterloo Public Health and Emergency Services,"December 26, 2021",12,27,14,4,171,0
Region of Waterloo Public Health and Emergency Services,"December 27, 2021",6,36,18,3,322,0
Region of Waterloo Public Health and Emergency Services,"December 28, 2021",20,60,28,3,409,0
Region of Waterloo Public Health and Emergency Services,"December 29, 2021",11,70,49,1,464,0
Region of Waterloo Public Health and Emergency Services,"December 30, 2021",32,47,40,0,446,0
Region of Waterloo Public Health and Emergency Services,"December 31, 2021",24,18,12,0,611,0
Region of Waterloo Public Health and Emergency Services,"January 1, 2022",23,9,7,0,620,0
Region of Waterloo Public Health and Emergency Services,"January 2, 2022",22,8,9,0,500,0
Region of Waterloo Public Health and Emergency Services,"January 3, 2022",31,14,7,0,462,0
Region of Waterloo Public Health and Emergency Services,"January 4, 2022",48,13,11,1,578,0
Region of Waterloo Public Health and Emergency Services,"January 5, 2022",35,8,17,1,443,0
Region of Waterloo Public Health and Emergency Services,"January 6, 2022",77,23,15,1,627,0
Region of Waterloo Public Health and Emergency Services,"January 7, 2022",74,6,11,2,514,0
Region of Waterloo Public Health and Emergency Services,"January 8, 2022",87,16,8,1,512,0
Region of Waterloo Public Health and Emergency Services,"January 9, 2022",68,7,5,0,357,0
Region of Waterloo Public Health and Emergency Services,"January 10, 2022",87,6,2,0,425,0
Region of Waterloo Public Health and Emergency Services,"January 11, 2022",90,5,5,1,447,0
Region of Waterloo Public Health and Emergency Services,"January 12, 2022",98,5,6,1,502,0
Region of Waterloo Public Health and Emergency Services,"January 13, 2022",99,7,6,2,475,0
Region of Waterloo Public Health and Emergency Services,"January 14, 2022",75,3,3,0,422,0
Region of Waterloo Public Health and Emergency Services,"January 15, 2022",96,2,2,1,275,0
Region of Waterloo Public Health and Emergency Services,"January 16, 2022",63,3,3,0,179,0
Region of Waterloo Public Health and Emergency Services,"January 17, 2022",51,2,2,2,167,0
Region of Waterloo Public Health and Emergency Services,"January 18, 2022",48,5,9,1,186,0
Region of Waterloo Public Health and Emergency Services,"January 19, 2022",77,4,4,0,184,0
Region of Waterloo Public Health and Emergency Services,"January 20, 2022",79,6,4,0,221,0
Region of Waterloo Public Health and Emergency Services,"January 21, 2022",22,1,2,0,167,0
Region of Waterloo Public Health and Emergency Services,"January 22, 2022",49,0,1,0,137,0
Region of Waterloo Public Health and Emergency Services,"January 23, 2022",17,1,0,0,43,0
Renfrew County and District Health Unit,"January 15, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 16, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 17, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 18, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 19, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 20, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 21, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 22, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 23, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 24, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 25, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 26, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 27, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 28, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 29, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 30, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"January 31, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"February 1, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"February 2, 2020",0,0,0,0,0,0
Renfrew County and District Health Unit,"February 3, 2020",0,0,0,0,0,0
